Trial,Column,overall,correctness,completeness,category,ground_truth,predicted,reason
NCT00268476_James_STAMPEDE_IJC'22,Median OS (mo) | Overall | Treatment,0.75,1.0,0.5,numeric_tolerance,"79 months (IQR 33, not reached)",79,"The prediction '79' matches the GT '79'. Completeness: GT has two numbers (79, 33), but Pred only captured one (79). Correctness: The predicted number (79) is correct."
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Metachronous | Treatment,0.0,0.0,0.0,numeric_tolerance,,35 (7%),"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Metachronous | Control,0.0,0.0,0.0,numeric_tolerance,,27 (5%),"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Synchronous | Treatment,0.0,0.0,0.0,numeric_tolerance,,466 (93%),"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Synchronous | Control,0.0,0.0,0.0,numeric_tolerance,,475 (95%),"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Full Pub or Abstract,0.0,0.0,0.0,exact_match,Full Pub,,"GT is ""Full Pub"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""Full Pub""."
NCT00268476_James_STAMPEDE_IJC'22,Quality of Life reported,0.0,0.0,0.0,exact_match,No,Yes,"GT is ""No"" and Pred is ""Yes"". These are direct opposites."
NCT00268476_James_STAMPEDE_IJC'22,Phase,0.0,0.0,0.0,exact_match,3.0,,"GT is ""3.0"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""3.0""."
NCT00268476_James_STAMPEDE_IJC'22,Original/Follow Up,0.0,0.0,0.0,exact_match,Follow Up,,"GT is ""Follow Up"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""Follow Up""."
NCT00268476_James_STAMPEDE_IJC'22,Author,0.0,0.0,0.0,exact_match,Nicholas D. James (et al.),,"GT is ""Nicholas D. James (et al.)"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""Nicholas D. James (et al.)""."
NCT00268476_James_STAMPEDE_IJC'22,Number of Arms Included,0.0,0.0,0.0,exact_match,2 (SOC-alone vs SOC + AAP),,"GT is ""2 (SOC-alone vs SOC + AAP)"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""2 (SOC-alone vs SOC + AAP)""."
NCT00268476_James_STAMPEDE_IJC'22,Reporting by prognostic groups - Y/N | Metachronous,0.0,0.0,0.0,exact_match,,Yes,"GT is empty and Pred is ""Yes"". Empty is equivalent to ""Not reported"", which is different from ""Yes""."
NCT00268476_James_STAMPEDE_IJC'22,NCT,0.0,0.0,0.0,exact_match,NCT00268476,,"GT is ""NCT00268476"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""NCT00268476""."
NCT00268476_James_STAMPEDE_IJC'22,Reporting by prognostic groups - Y/N | Synchronous,0.0,0.0,0.0,exact_match,,Yes,"GT is empty and Pred is ""Yes"". Empty is equivalent to ""Not reported"", which is different from ""Yes""."
NCT00268476_James_STAMPEDE_IJC'22,Reporting by prognostic groups - Y/N | High volume,0.0,0.0,0.0,exact_match,,Yes,"GT is empty and Pred is ""Yes"". Empty is equivalent to ""Not reported"", which is different from ""Yes""."
NCT00268476_James_STAMPEDE_IJC'22,Trial Name,0.0,0.0,0.0,exact_match,Abiraterone acetate plus prednisolone for metastatic patients starting hormone therapy: 5-year follow-up results from the STAMPEDE randomised trial,,"GT is ""Abiraterone acetate plus prednisolone for metastatic patients starting hormone therapy: 5-year follow-up results from the STAMPEDE randomised trial"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""Abiraterone acetate plus prednisolone for metastatic patients"
NCT00268476_James_STAMPEDE_IJC'22,Reporting by prognostic groups - Y/N | Low volume,0.0,0.0,0.0,exact_match,,Yes,"GT is empty and Pred is ""Yes"". Empty is equivalent to ""Not reported"", which is different from ""Yes""."
NCT00268476_James_STAMPEDE_IJC'22,Year,0.0,0.0,0.0,exact_match,2022,,"GT is ""2022"" and Pred is empty. Empty is equivalent to ""Not reported"", which is different from ""2022""."
NCT00268476_James_STAMPEDE_IJC'22,PFS Rate (%) | Overall | Control,0.0,0.0,0.0,numeric_tolerance,37% event-free at 5 years (95% CI 33–42),,"The GT contains four numbers (37, 95, 33, and 42), while the prediction is empty. Since one is empty, correctness and completeness are both 0."
NCT00268476_James_STAMPEDE_IJC'22,PFS Rate (%) | Overall | Treatment,0.0,0.0,0.0,numeric_tolerance,54% event-free at 5 years (95% CI 50–59),,"The GT contains four numbers (54, 95, 50, and 59), while the prediction is empty. Since one is empty, correctness and completeness are both 0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Overall | Control,0.0,0.0,0.0,numeric_tolerance,41% alive at 5 years (95% CI 37–45),,"Since the prediction is empty and the ground truth is not, correctness = 0.0 and completeness = 0.0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | High volume | Control,0.0,0.0,0.0,numeric_tolerance,High-risk subgroup: 28% alive at 5 years (95% CI 22–34),,"Since the prediction is empty and the ground truth is not, correctness = 0.0 and completeness = 0.0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Low volume | Treatment,0.0,0.0,0.0,numeric_tolerance,Low-risk subgroup: 72% alive at 5 years (95% CI 65–77),,"Since the prediction is empty and the ground truth is not, correctness = 0.0 and completeness = 0.0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Overall | Treatment,0.0,0.0,0.0,numeric_tolerance,60% alive at 5 years (95% CI 55–64),,"Since the prediction is empty and the ground truth is not, correctness = 0.0 and completeness = 0.0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | High volume | Treatment,0.0,0.0,0.0,numeric_tolerance,High-risk subgroup: 49% alive at 5 years (95% CI 43–55),,"GT contains ""49"", ""43"", and ""55"". Pred is empty. Since one is empty, correctness and completeness are 0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Low volume | Control,0.0,0.0,0.0,numeric_tolerance,Low-risk subgroup: 55% alive at 5 years (95% CI 48–61),,"GT contains ""55"", ""48"", and ""61"". Pred is empty. Since one is empty, correctness and completeness are 0."
NCT00268476_James_STAMPEDE_IJC'22,Column 1: Total Participants - N,0.0,0.0,0.0,numeric_tolerance,,,"The ground truth value is 1003, while the predicted value is 1917. These values are significantly different, exceeding the allowed tolerance. Therefore, the prediction is incorrect and incomplete."
NCT00268476_James_STAMPEDE_IJC'22,Treatment Arm - N,0.75,0.5,1.0,numeric_tolerance,501 (SOC + AAP),"Treatment Arm: SOC-alone group, N = 502; Treatment Arm: SOC + AAP group, N = 501","The ground truth contains one number (501). The prediction contains two numbers (502, 501). One of the predicted numbers (501) matches the ground truth number. Correctness: 0.5 (One number matches, but one is incorrect). Completeness: 1.0 (The GT number is present in the prediction)."
NCT00268476_James_STAMPEDE_IJC'22,Volume of disease - N (%) | High | Treatment,0.75,1.0,0.5,numeric_tolerance,High-risk (LATITUDE criteria) 241 (48%),241,The prediction only captured the count (241) but missed the percentage (48%).
NCT00268476_James_STAMPEDE_IJC'22,Volume of disease - N (%) | High | Control,0.75,1.0,0.5,numeric_tolerance,High-risk (LATITUDE criteria) 232 (46%),232,The prediction only captured the count (232) but missed the percentage (46%).
NCT00268476_James_STAMPEDE_IJC'22,Volume of disease - N (%) | Low | Control,0.75,1.0,0.5,numeric_tolerance,Low-risk (LATITUDE criteria) 220 (44%),220,The prediction only captured the count (220) but missed the percentage (44%).
NCT00268476_James_STAMPEDE_IJC'22,Class of Agent in Treatment Arm 1,0.25,0.5,0.0,structured_text,Androgen biosynthesis inhibitor (abiraterone) + corticosteroid (prednisolone/prednisone),Abiraterone acetate plus prednisolone,"The prediction only provides the drug names, not the class of agent. While the drugs are correct, the prediction misses the key information about the *class* of agent."
NCT00268476_James_STAMPEDE_IJC'22,COE_RCT_IND_OVERALL_RJ,0.0,0.0,0.0,structured_text,Yes (randomised 1:1 controlled trial),,The prediction is empty while the GT is not.
NCT00268476_James_STAMPEDE_IJC'22,Type of Therapy,0.5,0.5,0.5,structured_text,Hormonal / endocrine therapy (ADT backbone with androgen-axis targeting),Abiraterone acetate plus prednisolone; androgen deprivation therapy,"The prediction includes the drugs used (Abiraterone acetate plus prednisolone) and ADT. While ADT is related to hormonal/endocrine therapy, the prediction misses the more general classification. It also includes specific drugs when a broader type of therapy was expected."
NCT00268476_James_STAMPEDE_IJC'22,Trial,0.75,1.0,0.5,structured_text,STAMPEDE “abiraterone comparison” in metastatic (M1) patients,STAMPEDE randomised trial (NCT00268476),"The prediction correctly identifies the STAMPEDE trial. The NCT number is a valid identifier. The ""abiraterone comparison"" and ""metastatic (M1) patients"" are important details, but the core trial name is present."
NCT00268476_James_STAMPEDE_IJC'22,Treatment Arm 1 Regimen,0.25,0.5,0.0,structured_text,"Abiraterone acetate 1000 mg daily + prednisolone 5 mg daily, added to lifelong ADT; continued until progression",SOC-alone (standard-of-care - androgen deprivation therapy (ADT)),"The prediction only identifies the standard of care (SOC) which is ADT. It misses the key components of the regimen: abiraterone acetate and prednisolone, their dosages, and the continuation condition. The prediction is factually correct in identifying ADT as part of the regimen, but incomplete."
NCT00268476_James_STAMPEDE_IJC'22,Treatment Arm(s),0.75,1.0,0.5,structured_text,SOC + AAP (standard-of-care + abiraterone acetate + prednisolone/prednisone),"abiraterone acetate plus prednisolone, hormone therapy","The prediction identifies the key drugs (abiraterone acetate and prednisolone). It also correctly identifies them as hormone therapy. However, it misses the 'SOC' component."
NCT00268476_James_STAMPEDE_IJC'22,Treatment Class,0.0,0.0,0.0,structured_text,Androgen biosynthesis inhibitor + corticosteroid,"abiraterone acetate plus prednisolone, hormone therapy","The prediction lists the drugs but does not provide the correct classification. While abiraterone acetate is an androgen biosynthesis inhibitor and prednisolone is a corticosteroid, the prediction only states 'hormone therapy,' which is a broader and less specific classification."
NCT00309985_Kriayako_CHAARTED_JCO'18,Docetaxel administration - N (%) | Treatment,0.75,1.0,0.5,numeric_tolerance,397 (100%),397,The predicted number 397 matches the GT number 397. Completeness: 0.5 (One of the two GT numbers is captured)
NCT00309985_Kriayako_CHAARTED_JCO'18,Docetaxel administration - N (%) | Control,0.0,0.0,0.0,numeric_tolerance,0,,"The GT contains one number: 0. The Pred is empty. Since one is empty, correctness and completeness are 0.0"
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≤ 7 | Treatment,0.0,0.0,0.0,numeric_tolerance,117 (29.5%),,"GT has two numbers (117, 29.5), Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≥ 8 | Treatment,0.0,0.0,0.0,numeric_tolerance,241 (60.7%),,"GT has two numbers (241, 60.7), Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≤ 7 | Control,0.0,0.0,0.0,numeric_tolerance,104 (26.4%),,"GT has two numbers (104, 26.4), Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≥ 8 | Control,0.0,0.0,0.0,numeric_tolerance,243 (61.8%),,"GT has two numbers (243, 61.8), Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Median Age (years) | Treatment,0.665,1.0,0.33,numeric_tolerance,64 (36–88),64,"GT contains three numbers: 64, 36, and 88. Pred contains one number: 64. The number 64 in Pred matches the number 64 in GT. Correctness: 1.0 (The only predicted number is correct) Completeness: 0.33 (One out of three GT numbers is captured)"
NCT00309985_Kriayako_CHAARTED_JCO'18,Median Age (years) | Control,0.665,1.0,0.33,numeric_tolerance,63 (39–91),63,"GT contains three numbers: 63, 39, and 91. Pred contains one number: 63. The number 63 in Pred matches the number 63 in GT. Correctness: 1.0 (The only predicted number is correct) Completeness: 0.33 (One out of three GT numbers is captured)"
NCT00309985_Kriayako_CHAARTED_JCO'18,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,0.0,0.0,0.0,numeric_tolerance,29.6% (grade 3–5 combined),,"GT has one percentage value, while Pred is empty. Therefore, correctness and completeness are both 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Adverse Events - N (%) | Treatment-related Grade 5 | Treatment,0.0,0.0,0.0,numeric_tolerance,1 (0.3%),,"GT has two numbers (1 and 0.3%), while Pred is empty. Therefore, correctness and completeness are both 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Median On-Treatment Duration (mo) | Treatment,0.0,0.0,0.0,numeric_tolerance,Up to six cycles planned; median cycles = 6,,"GT contains the number 6. Pred is empty, so no numbers are extracted."
NCT00309985_Kriayako_CHAARTED_JCO'18,Column 6: Median OS (mo) | Low volume | Control,0.0,0.0,0.0,numeric_tolerance,,,"Since GT is empty, and Pred is not, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Reporting by prognostic groups - Y/N | Metachronous,0.0,0.0,0.0,exact_match,Yes,,"Pred is empty, GT is not."
NCT00309985_Kriayako_CHAARTED_JCO'18,Quality of Life reported,0.0,0.0,0.0,exact_match,No,I'm unable to extract the desired value since the specific relevant chunk about quality of life reporting is missing from the provided text. Please refer to the full document or check if there's more ,"Pred is unable to extract, GT is not."
NCT00309985_Kriayako_CHAARTED_JCO'18,Reporting by prognostic groups - Y/N | Synchronous,0.0,0.0,0.0,exact_match,Yes (de novo vs prior local therapy analysed),,"Pred is empty, GT is not."
NCT00309985_Kriayako_CHAARTED_JCO'18,Trial Name,0.0,0.0,0.0,exact_match,CHAARTED (E3805) – Long-term survival analysis of chemohormonal therapy in metastatic hormone-sensitive prostate cancer,E3805 CHAARTED Trial,Not an exact match.
NCT00309985_Kriayako_CHAARTED_JCO'18,Author,0.0,0.0,0.0,exact_match,Kyriakopoulos CE et al.,"Christos E. Kyriakopoulos, Yu-Hui Chen, Michael A. Carducci, Glenn Liu, David F. Jarrard, Noah M. Hahn, Daniel H. Shevrin, Robert Dreicer, Maha Hussain, Mario Eisenberger, Manish Kohli, Elizabeth R. P",Not an exact match.
NCT00309985_Kriayako_CHAARTED_JCO'18,Mode of metastases - N (%) | Metachronous | Treatment,0.0,0.0,0.0,numeric_tolerance,Prior local therapy: 108 (27.2%),,The prediction is empty while the ground truth has numbers.
NCT00309985_Kriayako_CHAARTED_JCO'18,Mode of metastases - N (%) | Metachronous | Control,0.0,0.0,0.0,numeric_tolerance,Prior local therapy: 107 (27.2%),,The prediction is empty while the ground truth has numbers.
NCT00309985_Kriayako_CHAARTED_JCO'18,Column 1: PS - N (%) | 0 | Control,0.0,0.0,0.0,numeric_tolerance,,,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Column 2: PS - N (%) | 1-2 | Treatment,0.0,0.0,0.0,numeric_tolerance,,,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Column 3: PS - N (%) | 1-2 | Control,0.0,0.0,0.0,numeric_tolerance,,,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Column 4: PS - N (%) | 0 | Treatment,0.0,0.0,0.0,numeric_tolerance,,,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,ORR - N (%) | Control | CR,0.0,0.0,0.0,numeric_tolerance,PSA < 0.2 ng/mL at 12 mo = 16.8%,,"GT has ""0.2"" and ""27.7"". Pred is empty. Correctness and completeness are 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,ORR - N (%) | Treatment | CR,0.0,0.0,0.0,numeric_tolerance,PSA < 0.2 ng/mL at 12 mo = 27.7%,,"GT has ""0.2"" and ""27.7"". Pred is empty. Correctness and completeness are 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Treatment,0.0,0.0,0.0,numeric_tolerance,10 (2.5%),,"GT has values, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Control,0.0,0.0,0.0,numeric_tolerance,330 (84.0%),,"GT has values, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Treatment,0.0,0.0,0.0,numeric_tolerance,4 (1.0%),,"GT has values, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Control,0.0,0.0,0.0,numeric_tolerance,20 (5.1%),,"GT has values, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Treatment,0.0,0.0,0.0,numeric_tolerance,27 (6.8%),,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Treatment,0.0,0.0,0.0,numeric_tolerance,81 (20.4%),,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Control,0.0,0.0,0.0,numeric_tolerance,33 (8.4%),,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Control,0.0,0.0,0.0,numeric_tolerance,73 (18.6%),,"GT has numbers, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Control,0.0,0.0,0.0,numeric_tolerance,37 (9.4%),,"GT has numbers, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Control,0.0,0.0,0.0,numeric_tolerance,6 (1.5%),,"GT has numbers, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Treatment,0.0,0.0,0.0,numeric_tolerance,39 (9.8%),,"GT has numbers, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Treatment,0.0,0.0,0.0,numeric_tolerance,344 (86.6%),,"GT has numbers, Pred is empty. Therefore, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,TTPSA (mo) | Control,0.0,0.0,0.0,numeric_tolerance,,11.7 (10.8 to 14.4),"Since the GT is empty and the prediction is not, both correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,TTPSA (mo) | Treatment,0.0,0.0,0.0,numeric_tolerance,,19.4 (16.8 to 22.6),"Since the GT is empty and the prediction is not, both correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Treatment Arm - N,0.75,0.5,1.0,numeric_tolerance,397,ADT plus docetaxel: N = 397; ADT alone: N = 393,"The GT contains a single value (397). The Pred contains two values (397, 393). The GT value 397 is present in the Pred. However, the Pred also contains an extra value (393) that is not in the GT. Therefore, correctness is 0.5 because one of the predicted values matches the GT, but the other does not"
NCT00309985_Kriayako_CHAARTED_JCO'18,Volume of disease - N (%) | Low | Control,0.0,0.0,0.0,numeric_tolerance,143 (36.4%),,"Since the prediction is empty and the GT is not, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,COE_RCT_IND_OVERALL_RJ,0.0,0.0,0.0,structured_text,Yes,,"GT has a value, Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Trial,0.5,0.5,0.5,structured_text,CHAARTED (long-term JCO analysis),E3805 CHAARTED Trial,"Pred includes ""E3805"" which is not in GT, but also includes ""CHAARTED Trial"" which is related to the GT."
NCT00309985_Kriayako_CHAARTED_JCO'18,Treatment Arm 1 Regimen,0.75,1.0,0.5,structured_text,Docetaxel 75 mg/m² IV every 3 weeks for up to 6 cycles + continuous ADT,ADT plus docetaxel,"Pred captures the main components (ADT and docetaxel) but misses the dosage, schedule, and duration details."
NCT00309985_Kriayako_CHAARTED_JCO'18,Secondary Endpoint(s),0.5,0.5,0.5,structured_text,Time to CRPC; time to clinical progression; PSA response,"Secondary end points included time to development of CRPC, defined either serologically or clinically from the time of random assignment until PSA progression, development of worsening symptoms, evide","The prediction includes ""time to CRPC"" and ""time to clinical progression"" (implied within the longer description). ""PSA response"" is not explicitly mentioned, but ""PSA progression"" is, which is related. The prediction provides a more detailed definition of clinical progression, which is acceptable."
NCT00309985_Kriayako_CHAARTED_JCO'18,Treatment Class,0.5,0.5,0.5,structured_text,Chemotherapy (taxane),chemohormonal therapy (ADT + docetaxel) and androgen deprivation therapy (ADT) alone,The GT specifies chemotherapy of the taxane class. The prediction includes chemohormonal therapy which includes chemotherapy. ADT alone is not chemotherapy.
NCT00309985_Kriayako_CHAARTED_JCO'18,Class of Agent in Treatment Arm 1,0.0,0.0,0.0,structured_text,Cytotoxic chemotherapy (taxane – docetaxel),,Prediction is empty while GT is not.
NCT00309985_Kriayako_CHAARTED_JCO'18,Treatment Arm(s),0.75,0.5,1.0,structured_text,ADT + docetaxel,"ADT in combination with docetaxel, ADT alone","The GT specifies one treatment arm. The prediction includes the correct arm, but also includes another arm."
NCT00309985_Kriayako_CHAARTED_JCO'18,Type of Therapy,0.75,0.5,1.0,structured_text,Chemohormonal therapy (ADT + docetaxel),ADT (androgen-deprivation therapy) in combination with docetaxel versus ADT alone,"The GT specifies chemohormonal therapy. The prediction specifies ADT + docetaxel, which is chemohormonal therapy, and also ADT alone."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Docetaxel administration - N (%) | Treatment,0.5,0.5,0.5,numeric_tolerance,397 (100%),86% of the 390 patients,"GT has 397 and 100. Pred has 86 and 390. 397 and 390 are within the tolerance of +/- 0.1. 100 and 86 are not within the tolerance of +/- 2%. Therefore, some predicted numbers match, some don't."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Docetaxel administration - N (%) | Control,0.0,0.0,0.0,numeric_tolerance,0,"137 patients of these patients had received docetaxel for castration-resistant prostate cancer, and another 10 patients had received docetaxel before castration resistance was confirmed",GT has 0. Pred has 137 and 10. No predicted numbers match GT.
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median Age (years) | Control,0.75,1.0,0.5,numeric_tolerance,63 (39–91),63,"GT contains three numbers: 63, 39, and 91. Pred contains one number: 63. The predicted number 63 matches the GT number 63. Correctness: Since the predicted number matches a GT number, and there are no extra incorrect numbers, correctness is 1.0. Completeness: Only one of the three GT numbers is capt"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median Age (years) | Treatment,0.75,1.0,0.5,numeric_tolerance,64 (36–88),64,"GT contains three numbers: 64, 36, and 88. Pred contains one number: 64. The predicted number 64 matches the GT number 64. Correctness: Since the predicted number matches a GT number, and there are no extra incorrect numbers, correctness is 1.0. Completeness: Only one of the three GT numbers is capt"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Gleason score - N (%) | ≥ 8 | Control,0.75,1.0,0.5,numeric_tolerance,243 (61.8%),243,The prediction only captured the count (243) but missed the percentage (61.8%).
NCT00309985_Sweeney_CHAARTED_NEJM'15,Gleason score - N (%) | ≤ 7 | Control,0.75,1.0,0.5,numeric_tolerance,104 (26.4%),104,The prediction only captured the count (104) but missed the percentage (26.4%).
NCT00309985_Sweeney_CHAARTED_NEJM'15,Gleason score - N (%) | ≤ 7 | Treatment,0.75,1.0,0.5,numeric_tolerance,117 (29.5%),117,The prediction only captured the count (117) but missed the percentage (29.5%).
NCT00309985_Sweeney_CHAARTED_NEJM'15,Gleason score - N (%) | ≥ 8 | Treatment,0.75,1.0,0.5,numeric_tolerance,241 (60.7%),241,The prediction only captured the count (241) but missed the percentage (60.7%).
NCT00309985_Sweeney_CHAARTED_NEJM'15,Adverse Events - N (%) | Treatment-related Grade 3 or Higher | Treatment,0.0,0.0,0.0,numeric_tolerance,16.7% grade 3 + 12.6% grade 4,115 (29.5%),GT has two percentage values: 16.7% and 12.6%. Pred has one count and one percentage value: 115 and 29.5%. None of the GT percentages match the predicted percentage.
NCT00309985_Sweeney_CHAARTED_NEJM'15,Column 2: Median On-Treatment Duration (mo) | Treatment,0.0,0.0,0.0,numeric_tolerance,,,"GT contains two numbers: 6 and 86. Pred is empty, so no numbers are captured."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Trial Name,0.0,0.0,0.0,exact_match,CHAARTED (E3805) – Chemohormonal therapy in metastatic hormone-sensitive prostate cancer,E3805 study,The trial names are not an exact match.
